"","PROBEID","SYMBOL"
"2590","TC0100007893.hg.1",NA
"2591","TC0100007894.hg.1",NA
"2592","TC0100007895.hg.1",NA
"2593","TC0100007896.hg.1",NA
"2594","TC0100007898.hg.1","MACF1"
"2595","TC0100007900.hg.1",NA
"2596","TC0100007903.hg.1",NA
"2597","TC0100007907.hg.1",NA
"2598","TC0100007908.hg.1",NA
"2599","TC0100007909.hg.1","BMP8A"
"2600","TC0100007910.hg.1","OXCT2P1"
"2601","TC0100007912.hg.1",NA
"2602","TC0100007913.hg.1","PABPC4-AS1"
"2603","TC0100007915.hg.1",NA
"2604","TC0100007917.hg.1",NA
"2605","TC0100007918.hg.1",NA
"2606","TC0100007919.hg.1",NA
"2607","TC0100007920.hg.1","PPIE"
"2608","TC0100007923.hg.1",NA
"2609","TC0100007926.hg.1",NA
"2610","TC0100007927.hg.1",NA
"2611","TC0100007928.hg.1",NA
"2612","TC0100007931.hg.1",NA
"2613","TC0100007933.hg.1",NA
"2614","TC0100007934.hg.1",NA
"2615","TC0100007935.hg.1",NA
"2616","TC0100007936.hg.1","MFSD2A"
"2617","TC0100007938.hg.1",NA
"2618","TC0100007941.hg.1",NA
"2619","TC0100007943.hg.1","RLF"
"2620","TC0100007945.hg.1",NA
"2621","TC0100007946.hg.1",NA
"2622","TC0100007947.hg.1",NA
"2623","TC0100007948.hg.1","TMCO2"
"2624","TC0100007949.hg.1","ZMPSTE24"
"2625","TC0100007954.hg.1","SMAP2"
"2626","TC0100007957.hg.1",NA
"2627","TC0100007958.hg.1","ZFP69B"
"2628","TC0100007959.hg.1",NA
"2629","TC0100007961.hg.1","ZFP69"
"2630","TC0100007962.hg.1",NA
"2631","TC0100007963.hg.1","EXO5"
"2632","TC0100007965.hg.1",NA
"2633","TC0100007968.hg.1","NFYC"
"2634","TC0100007969.hg.1","MIR30E"
"2635","TC0100007971.hg.1","KCNQ4"
"2636","TC0100007973.hg.1",NA
"2637","TC0100007974.hg.1",NA
"2638","TC0100007975.hg.1",NA
"2639","TC0100007977.hg.1",NA
"2640","TC0100007978.hg.1",NA
"2641","TC0100007980.hg.1","CTPS1"
"2642","TC0100007981.hg.1",NA
"2643","TC0100007983.hg.1",NA
"2644","TC0100007984.hg.1",NA
"2645","TC0100007986.hg.1",NA
"2646","TC0100007987.hg.1",NA
"2647","TC0100007990.hg.1",NA
"2648","TC0100007991.hg.1","FOXO6"
"2649","TC0100007992.hg.1",NA
"2650","TC0100007994.hg.1",NA
"2651","TC0100007998.hg.1",NA
"2652","TC0100008003.hg.1",NA
"2653","TC0100008005.hg.1",NA
"2654","TC0100008007.hg.1",NA
"2655","TC0100008008.hg.1",NA
"2656","TC0100008010.hg.1",NA
"2657","TC0100008011.hg.1",NA
"2658","TC0100008012.hg.1","GUCA2B"
"2659","TC0100008013.hg.1",NA
"2660","TC0100008014.hg.1",NA
"2661","TC0100008015.hg.1",NA
"2662","TC0100008017.hg.1","RIMKLA"
"2663","TC0100008023.hg.1","PPIH"
"2664","TC0100008024.hg.1",NA
"2665","TC0100008026.hg.1",NA
"2666","TC0100008027.hg.1",NA
"2667","TC0100008028.hg.1",NA
"2668","TC0100008030.hg.1",NA
"2669","TC0100008032.hg.1",NA
"2670","TC0100008033.hg.1","ERMAP"
"2671","TC0100008034.hg.1","ZNF691"
"2672","TC0100008037.hg.1",NA
"2673","TC0100008039.hg.1",NA
"2674","TC0100008040.hg.1",NA
"2675","TC0100008042.hg.1",NA
"2676","TC0100008043.hg.1",NA
"2677","TC0100008044.hg.1","SLC2A1-DT"
"2678","TC0100008046.hg.1",NA
"2679","TC0100008051.hg.1",NA
"2680","TC0100008052.hg.1","CFAP57"
"2681","TC0100008053.hg.1",NA
"2682","TC0100008056.hg.1","MPL"
"2683","TC0100008057.hg.1","CDC20"
"2684","TC0100008060.hg.1",NA
"2685","TC0100008061.hg.1","SZT2"
"2686","TC0100008062.hg.1",NA
"2687","TC0100008064.hg.1",NA
"2688","TC0100008066.hg.1","PTPRF"
"2689","TC0100008067.hg.1",NA
"2690","TC0100008068.hg.1",NA
"2691","TC0100008069.hg.1",NA
"2692","TC0100008071.hg.1",NA
"2693","TC0100008073.hg.1","KDM4A"
"2694","TC0100008074.hg.1",NA
"2695","TC0100008075.hg.1","ST3GAL3"
"2696","TC0100008075.hg.1","MIR6079"
"2697","TC0100008076.hg.1",NA
"2698","TC0100008080.hg.1","DPH2"
"2699","TC0100008081.hg.1","ATP6V0B"
"2700","TC0100008082.hg.1","B4GALT2"
"2701","TC0100008083.hg.1",NA
"2702","TC0100008086.hg.1",NA
"2703","TC0100008089.hg.1",NA
"2704","TC0100008091.hg.1",NA
"2705","TC0100008095.hg.1",NA
"2706","TC0100008097.hg.1",NA
"2707","TC0100008100.hg.1","ARMH1"
"2708","TC0100008101.hg.1","KIF2C"
"2709","TC0100008102.hg.1",NA
"2710","TC0100008104.hg.1",NA
"2711","TC0100008105.hg.1","PLK3"
"2712","TC0100008106.hg.1","BTBD19"
"2713","TC0100008107.hg.1",NA
"2714","TC0100008109.hg.1",NA
"2715","TC0100008111.hg.1",NA
"2716","TC0100008112.hg.1",NA
"2717","TC0100008113.hg.1",NA
"2718","TC0100008114.hg.1","UROD"
"2719","TC0100008120.hg.1","HPDL"
"2720","TC0100008121.hg.1","TOE1"
"2721","TC0100008124.hg.1","MMACHC"
"2722","TC0100008125.hg.1",NA
"2723","TC0100008126.hg.1","AKR1A1"
"2724","TC0100008127.hg.1","NASP"
"2725","TC0100008129.hg.1",NA
"2726","TC0100008130.hg.1",NA
"2727","TC0100008131.hg.1",NA
"2728","TC0100008132.hg.1","TMEM69"
"2729","TC0100008134.hg.1",NA
"2730","TC0100008135.hg.1",NA
"2731","TC0100008136.hg.1",NA
"2732","TC0100008139.hg.1","MAST2"
"2733","TC0100008143.hg.1",NA
"2734","TC0100008144.hg.1","LOC101929626"
"2735","TC0100008145.hg.1","TSPAN1"
"2736","TC0100008146.hg.1","LURAP1"
"2737","TC0100008148.hg.1",NA
"2738","TC0100008150.hg.1","RAD54L"
"2739","TC0100008151.hg.1",NA
"2740","TC0100008152.hg.1","UQCRH"
"2741","TC0100008153.hg.1",NA
"2742","TC0100008155.hg.1",NA
"2743","TC0100008158.hg.1","FAAH"
"2744","TC0100008161.hg.1",NA
"2745","TC0100008163.hg.1","DMBX1"
"2746","TC0100008165.hg.1",NA
"2747","TC0100008166.hg.1","MKNK1-AS1"
"2748","TC0100008170.hg.1","TEX38"
"2749","TC0100008171.hg.1","EFCAB14-AS1"
"2750","TC0100008174.hg.1",NA
"2751","TC0100008177.hg.1",NA
"2752","TC0100008178.hg.1",NA
"2753","TC0100008180.hg.1",NA
"2754","TC0100008181.hg.1",NA
"2755","TC0100008182.hg.1","CYP4X1"
"2756","TC0100008184.hg.1",NA
"2757","TC0100008185.hg.1","CYP4A22"
"2758","TC0100008186.hg.1","LINC00853"
"2759","TC0100008188.hg.1",NA
"2760","TC0100008189.hg.1",NA
"2761","TC0100008190.hg.1","CMPK1"
"2762","TC0100008191.hg.1",NA
"2763","TC0100008192.hg.1",NA
"2764","TC0100008198.hg.1",NA
"2765","TC0100008199.hg.1",NA
"2766","TC0100008201.hg.1",NA
"2767","TC0100008206.hg.1",NA
"2768","TC0100008209.hg.1",NA
"2769","TC0100008211.hg.1",NA
"2770","TC0100008212.hg.1",NA
"2771","TC0100008214.hg.1",NA
"2772","TC0100008215.hg.1",NA
"2773","TC0100008216.hg.1","SLC5A9"
"2774","TC0100008219.hg.1",NA
"2775","TC0100008220.hg.1",NA
"2776","TC0100008222.hg.1",NA
"2777","TC0100008223.hg.1",NA
"2778","TC0100008225.hg.1",NA
"2779","TC0100008228.hg.1",NA
"2780","TC0100008229.hg.1",NA
"2781","TC0100008230.hg.1",NA
"2782","TC0100008232.hg.1",NA
"2783","TC0100008236.hg.1",NA
"2784","TC0100008241.hg.1",NA
"2785","TC0100008242.hg.1",NA
"2786","TC0100008243.hg.1","ELAVL4"
"2787","TC0100008245.hg.1",NA
"2788","TC0100008249.hg.1",NA
"2789","TC0100008251.hg.1",NA
"2790","TC0100008252.hg.1",NA
"2791","TC0100008253.hg.1",NA
"2792","TC0100008254.hg.1",NA
"2793","TC0100008258.hg.1",NA
"2794","TC0100008259.hg.1",NA
"2795","TC0100008260.hg.1","CDKN2C"
"2796","TC0100008261.hg.1",NA
"2797","TC0100008262.hg.1",NA
"2798","TC0100008263.hg.1","MIR4421"
"2799","TC0100008264.hg.1","MIR6500"
"2800","TC0100008265.hg.1",NA
"2801","TC0100008266.hg.1","C1orf185"
"2802","TC0100008268.hg.1",NA
"2803","TC0100008271.hg.1","RNF11"
"2804","TC0100008272.hg.1",NA
"2805","TC0100008273.hg.1",NA
"2806","TC0100008275.hg.1",NA
"2807","TC0100008277.hg.1",NA
"2808","TC0100008278.hg.1","TTC39A-AS1"
"2809","TC0100008281.hg.1",NA
"2810","TC0100008282.hg.1",NA
"2811","TC0100008285.hg.1",NA
"2812","TC0100008288.hg.1",NA
"2813","TC0100008289.hg.1","OSBPL9"
"2814","TC0100008290.hg.1",NA
"2815","TC0100008292.hg.1",NA
"2816","TC0100008293.hg.1",NA
"2817","TC0100008296.hg.1",NA
"2818","TC0100008297.hg.1",NA
"2819","TC0100008298.hg.1",NA
"2820","TC0100008301.hg.1",NA
"2821","TC0100008302.hg.1",NA
"2822","TC0100008303.hg.1",NA
"2823","TC0100008306.hg.1","BTF3L4"
"2824","TC0100008307.hg.1",NA
"2825","TC0100008308.hg.1","ZFYVE9"
"2826","TC0100008309.hg.1",NA
"2827","TC0100008312.hg.1",NA
"2828","TC0100008313.hg.1",NA
"2829","TC0100008314.hg.1","PLA2G12AP1"
"2830","TC0100008315.hg.1","PRPF38A"
"2831","TC0100008316.hg.1",NA
"2832","TC0100008318.hg.1",NA
"2833","TC0100008319.hg.1",NA
"2834","TC0100008322.hg.1",NA
"2835","TC0100008323.hg.1",NA
"2836","TC0100008327.hg.1",NA
"2837","TC0100008329.hg.1",NA
"2838","TC0100008334.hg.1","ZYG11A"
"2839","TC0100008336.hg.1","SCP2"
"2840","TC0100008341.hg.1","PODN"
"2841","TC0100008343.hg.1",NA
"2842","TC0100008344.hg.1",NA
"2843","TC0100008347.hg.1","CPT2"
"2844","TC0100008349.hg.1","MAGOH-DT"
"2845","TC0100008351.hg.1",NA
"2846","TC0100008353.hg.1",NA
"2847","TC0100008354.hg.1",NA
"2848","TC0100008358.hg.1","DMRTB1"
"2849","TC0100008362.hg.1",NA
"2850","TC0100008366.hg.1","DIO1"
"2851","TC0100008367.hg.1",NA
"2852","TC0100008368.hg.1",NA
"2853","TC0100008369.hg.1","LRRC42"
"2854","TC0100008373.hg.1",NA
"2855","TC0100008375.hg.1","TCEANC2"
"2856","TC0100008375.hg.1","MIR4781"
"2857","TC0100008377.hg.1",NA
"2858","TC0100008378.hg.1",NA
"2859","TC0100008379.hg.1",NA
"2860","TC0100008381.hg.1",NA
"2861","TC0100008385.hg.1","SSBP3-AS1"
"2862","TC0100008387.hg.1",NA
"2863","TC0100008388.hg.1",NA
"2864","TC0100008389.hg.1",NA
"2865","TC0100008395.hg.1",NA
"2866","TC0100008397.hg.1",NA
"2867","TC0100008398.hg.1","ACOT11"
"2868","TC0100008400.hg.1",NA
"2869","TC0100008401.hg.1",NA
"2870","TC0100008402.hg.1","MROH7"
"2871","TC0100008402.hg.1","TTC4"
"2872","TC0100008402.hg.1","MROH7-TTC4"
"2873","TC0100008404.hg.1",NA
"2874","TC0100008405.hg.1",NA
"2875","TC0100008406.hg.1",NA
"2876","TC0100008408.hg.1",NA
"2877","TC0100008409.hg.1",NA
"2878","TC0100008410.hg.1","CIMAP2"
"2879","TC0100008411.hg.1",NA
"2880","TC0100008412.hg.1",NA
"2881","TC0100008413.hg.1",NA
"2882","TC0100008414.hg.1","TMEM61"
"2883","TC0100008416.hg.1","BSND"
"2884","TC0100008422.hg.1",NA
"2885","TC0100008423.hg.1","MIR4422"
"2886","TC0100008426.hg.1",NA
"2887","TC0100008430.hg.1",NA
"2888","TC0100008434.hg.1",NA
"2889","TC0100008438.hg.1",NA
"2890","TC0100008439.hg.1",NA
"2891","TC0100008440.hg.1",NA
"2892","TC0100008441.hg.1",NA
"2893","TC0100008444.hg.1",NA
"2894","TC0100008445.hg.1",NA
"2895","TC0100008446.hg.1",NA
"2896","TC0100008448.hg.1",NA
"2897","TC0100008451.hg.1",NA
"2898","TC0100008453.hg.1",NA
"2899","TC0100008455.hg.1",NA
"2900","TC0100008456.hg.1",NA
"2901","TC0100008457.hg.1",NA
"2902","TC0100008460.hg.1",NA
"2903","TC0100008461.hg.1",NA
"2904","TC0100008471.hg.1",NA
"2905","TC0100008478.hg.1",NA
"2906","TC0100008481.hg.1",NA
"2907","TC0100008482.hg.1",NA
"2908","TC0100008483.hg.1",NA
"2909","TC0100008484.hg.1",NA
"2910","TC0100008485.hg.1",NA
"2911","TC0100008486.hg.1",NA
"2912","TC0100008488.hg.1",NA
"2913","TC0100008489.hg.1","JUN-DT"
"2914","TC0100008490.hg.1",NA
"2915","TC0100008491.hg.1",NA
"2916","TC0100008492.hg.1",NA
"2917","TC0100008495.hg.1",NA
"2918","TC0100008496.hg.1","FGGY"
"2919","TC0100008499.hg.1",NA
"2920","TC0100008500.hg.1",NA
"2921","TC0100008502.hg.1","LOC101926944"
"2922","TC0100008507.hg.1",NA
"2923","TC0100008510.hg.1",NA
"2924","TC0100008512.hg.1",NA
"2925","TC0100008515.hg.1",NA
"2926","TC0100008516.hg.1",NA
"2927","TC0100008517.hg.1","NFIA"
"2928","TC0100008519.hg.1",NA
"2929","TC0100008520.hg.1",NA
"2930","TC0100008521.hg.1",NA
"2931","TC0100008523.hg.1",NA
"2932","TC0100008524.hg.1",NA
"2933","TC0100008525.hg.1",NA
"2934","TC0100008526.hg.1",NA
"2935","TC0100008527.hg.1",NA
"2936","TC0100008531.hg.1",NA
"2937","TC0100008534.hg.1",NA
"2938","TC0100008535.hg.1","MGC34796"
"2939","TC0100008536.hg.1","PATJ"
"2940","TC0100008537.hg.1",NA
"2941","TC0100008538.hg.1",NA
"2942","TC0100008540.hg.1",NA
"2943","TC0100008541.hg.1",NA
"2944","TC0100008544.hg.1",NA
"2945","TC0100008549.hg.1","L1TD1"
"2946","TC0100008550.hg.1",NA
"2947","TC0100008551.hg.1",NA
"2948","TC0100008554.hg.1","USP1"
"2949","TC0100008556.hg.1",NA
"2950","TC0100008563.hg.1",NA
"2951","TC0100008564.hg.1","ATG4C"
"2952","TC0100008569.hg.1",NA
"2953","TC0100008570.hg.1",NA
"2954","TC0100008572.hg.1",NA
"2955","TC0100008574.hg.1",NA
"2956","TC0100008575.hg.1",NA
"2957","TC0100008576.hg.1",NA
"2958","TC0100008578.hg.1",NA
"2959","TC0100008581.hg.1",NA
"2960","TC0100008583.hg.1",NA
"2961","TC0100008584.hg.1","ALG6"
"2962","TC0100008586.hg.1",NA
"2963","TC0100008587.hg.1",NA
"2964","TC0100008588.hg.1","EFCAB7"
"2965","TC0100008588.hg.1","DLEU2L"
"2966","TC0100008589.hg.1",NA
"2967","TC0100008591.hg.1","PGM1"
"2968","TC0100008592.hg.1",NA
"2969","TC0100008594.hg.1","ROR1"
"2970","TC0100008595.hg.1",NA
"2971","TC0100008596.hg.1",NA
"2972","TC0100008597.hg.1",NA
"2973","TC0100008600.hg.1",NA
"2974","TC0100008601.hg.1",NA
"2975","TC0100008602.hg.1","CACHD1"
"2976","TC0100008603.hg.1",NA
"2977","TC0100008605.hg.1",NA
"2978","TC0100008607.hg.1","RAVER2"
"2979","TC0100008608.hg.1",NA
"2980","TC0100008609.hg.1",NA
"2981","TC0100008611.hg.1",NA
"2982","TC0100008615.hg.1",NA
"2983","TC0100008618.hg.1","AK4"
"2984","TC0100008620.hg.1","DNAJC6"
"2985","TC0100008621.hg.1","LEPR"
"2986","TC0100008621.hg.1","LEPROT"
"2987","TC0100008623.hg.1",NA
"2988","TC0100008624.hg.1",NA
"2989","TC0100008626.hg.1",NA
"2990","TC0100008627.hg.1",NA
"2991","TC0100008628.hg.1",NA
"2992","TC0100008629.hg.1",NA
"2993","TC0100008631.hg.1","SGIP1"
"2994","TC0100008634.hg.1",NA
"2995","TC0100008635.hg.1",NA
"2996","TC0100008639.hg.1",NA
"2997","TC0100008640.hg.1",NA
"2998","TC0100008641.hg.1","MIER1"
"2999","TC0100008642.hg.1",NA
"3000","TC0100008643.hg.1",NA
"3001","TC0100008645.hg.1",NA
"3002","TC0100008649.hg.1",NA
"3003","TC0100008656.hg.1",NA
"3004","TC0100008658.hg.1",NA
"3005","TC0100008660.hg.1",NA
"3006","TC0100008662.hg.1",NA
"3007","TC0100008664.hg.1","GADD45A"
"3008","TC0100008665.hg.1",NA
"3009","TC0100008667.hg.1","GNG12-AS1"
"3010","TC0100008668.hg.1",NA
"3011","TC0100008673.hg.1",NA
"3012","TC0100008674.hg.1",NA
"3013","TC0100008675.hg.1",NA
"3014","TC0100008676.hg.1",NA
"3015","TC0100008677.hg.1",NA
"3016","TC0100008678.hg.1","DEPDC1-AS1"
"3017","TC0100008681.hg.1",NA
"3018","TC0100008691.hg.1","PIN1P1"
"3019","TC0100008693.hg.1",NA
"3020","TC0100008695.hg.1",NA
"3021","TC0100008696.hg.1","ANKRD13C-DT"
"3022","TC0100008697.hg.1","CTH"
"3023","TC0100008701.hg.1",NA
"3024","TC0100008703.hg.1",NA
"3025","TC0100008704.hg.1",NA
"3026","TC0100008705.hg.1",NA
"3027","TC0100008706.hg.1",NA
"3028","TC0100008709.hg.1",NA
"3029","TC0100008710.hg.1",NA
"3030","TC0100008711.hg.1",NA
"3031","TC0100008713.hg.1",NA
"3032","TC0100008716.hg.1","ZRANB2-DT"
"3033","TC0100008717.hg.1",NA
"3034","TC0100008721.hg.1",NA
"3035","TC0100008723.hg.1",NA
"3036","TC0100008727.hg.1",NA
"3037","TC0100008728.hg.1",NA
"3038","TC0100008729.hg.1",NA
"3039","TC0100008732.hg.1",NA
"3040","TC0100008736.hg.1",NA
"3041","TC0100008738.hg.1",NA
"3042","TC0100008739.hg.1","LINC01360"
"3043","TC0100008741.hg.1",NA
"3044","TC0100008742.hg.1",NA
"3045","TC0100008743.hg.1",NA
"3046","TC0100008747.hg.1",NA
"3047","TC0100008748.hg.1",NA
"3048","TC0100008749.hg.1",NA
"3049","TC0100008750.hg.1","ERICH3-AS1"
"3050","TC0100008752.hg.1","TYW3"
"3051","TC0100008754.hg.1",NA
"3052","TC0100008755.hg.1",NA
"3053","TC0100008757.hg.1","LHX8"
"3054","TC0100008759.hg.1",NA
"3055","TC0100008761.hg.1",NA
"3056","TC0100008762.hg.1",NA
"3057","TC0100008764.hg.1",NA
"3058","TC0100008766.hg.1",NA
"3059","TC0100008767.hg.1",NA
"3060","TC0100008771.hg.1",NA
"3061","TC0100008773.hg.1","MSH4"
"3062","TC0100008775.hg.1",NA
"3063","TC0100008778.hg.1",NA
"3064","TC0100008779.hg.1","ST6GALNAC3"
"3065","TC0100008780.hg.1",NA
"3066","TC0100008784.hg.1",NA
"3067","TC0100008788.hg.1",NA
"3068","TC0100008792.hg.1",NA
"3069","TC0100008795.hg.1",NA
"3070","TC0100008797.hg.1","AK5"
"3071","TC0100008799.hg.1",NA
"3072","TC0100008800.hg.1",NA
"3073","TC0100008801.hg.1",NA
"3074","TC0100008802.hg.1",NA
"3075","TC0100008803.hg.1","MIGA1"
"3076","TC0100008804.hg.1",NA
"3077","TC0100008806.hg.1",NA
"3078","TC0100008807.hg.1","NEXN"
"3079","TC0100008810.hg.1",NA
"3080","TC0100008811.hg.1","MGC27382"
"3081","TC0100008812.hg.1","PTGFR"
"3082","TC0100008813.hg.1",NA
"3083","TC0100008815.hg.1","IFI44L"
"3084","TC0100008816.hg.1","IFI44"
"3085","TC0100008817.hg.1",NA
"3086","TC0100008821.hg.1",NA
"3087","TC0100008823.hg.1",NA
"3088","TC0100008827.hg.1",NA
"3089","TC0100008830.hg.1",NA
"3090","TC0100008835.hg.1",NA
"3091","TC0100008838.hg.1",NA
"3092","TC0100008841.hg.1",NA
"3093","TC0100008843.hg.1",NA
"3094","TC0100008845.hg.1","ADGRL2"
"3095","TC0100008846.hg.1",NA
"3096","TC0100008849.hg.1",NA
"3097","TC0100008853.hg.1",NA
"3098","TC0100008857.hg.1",NA
"3099","TC0100008860.hg.1",NA
"3100","TC0100008861.hg.1",NA
"3101","TC0100008862.hg.1",NA
"3102","TC0100008865.hg.1",NA
"3103","TC0100008869.hg.1",NA
"3104","TC0100008871.hg.1",NA
"3105","TC0100008872.hg.1",NA
"3106","TC0100008874.hg.1","PRKACB"
"3107","TC0100008876.hg.1",NA
"3108","TC0100008877.hg.1",NA
"3109","TC0100008879.hg.1","SAMD13"
"3110","TC0100008882.hg.1","DNASE2B"
"3111","TC0100008883.hg.1",NA
"3112","TC0100008884.hg.1","RPF1"
"3113","TC0100008885.hg.1","SPATA1"
"3114","TC0100008891.hg.1",NA
"3115","TC0100008892.hg.1",NA
"3116","TC0100008893.hg.1",NA
"3117","TC0100008897.hg.1","DNAI3"
"3118","TC0100008906.hg.1",NA
"3119","TC0100008907.hg.1","BCL10-AS1"
"3120","TC0100008908.hg.1",NA
"3121","TC0100008909.hg.1",NA
"3122","TC0100008911.hg.1",NA
"3123","TC0100008912.hg.1","CCN1"
"3124","TC0100008913.hg.1",NA
"3125","TC0100008914.hg.1",NA
"3126","TC0100008917.hg.1",NA
"3127","TC0100008918.hg.1",NA
"3128","TC0100008924.hg.1","CLCA4"
"3129","TC0100008926.hg.1",NA
"3130","TC0100008927.hg.1","SH3GLB1"
"3131","TC0100008929.hg.1",NA
"3132","TC0100008931.hg.1",NA
"3133","TC0100008932.hg.1",NA
"3134","TC0100008934.hg.1",NA
"3135","TC0100008936.hg.1",NA
"3136","TC0100008938.hg.1","LMO4"
"3137","TC0100008939.hg.1",NA
"3138","TC0100008945.hg.1",NA
"3139","TC0100008948.hg.1",NA
"3140","TC0100008949.hg.1",NA
"3141","TC0100008950.hg.1",NA
"3142","TC0100008952.hg.1",NA
"3143","TC0100008955.hg.1","PKN2"
"3144","TC0100008956.hg.1",NA
"3145","TC0100008961.hg.1",NA
"3146","TC0100008964.hg.1",NA
"3147","TC0100008965.hg.1",NA
"3148","TC0100008968.hg.1",NA
"3149","TC0100008970.hg.1",NA
"3150","TC0100008971.hg.1",NA
"3151","TC0100008977.hg.1","GBP1P1"
"3152","TC0100008978.hg.1","LRRC8B"
"3153","TC0100008980.hg.1",NA
"3154","TC0100008981.hg.1",NA
"3155","TC0100008984.hg.1",NA
"3156","TC0100008985.hg.1",NA
"3157","TC0100008986.hg.1",NA
"3158","TC0100008987.hg.1",NA
"3159","TC0100008988.hg.1",NA
"3160","TC0100008989.hg.1",NA
"3161","TC0100008990.hg.1",NA
"3162","TC0100008991.hg.1",NA
"3163","TC0100008992.hg.1",NA
"3164","TC0100008993.hg.1",NA
"3165","TC0100008994.hg.1",NA
"3166","TC0100008995.hg.1",NA
"3167","TC0100008996.hg.1","ZNF326"
"3168","TC0100008999.hg.1",NA
"3169","TC0100009000.hg.1",NA
"3170","TC0100009001.hg.1",NA
"3171","TC0100009004.hg.1",NA
"3172","TC0100009005.hg.1",NA
"3173","TC0100009007.hg.1",NA
"3174","TC0100009008.hg.1",NA
"3175","TC0100009009.hg.1",NA
"3176","TC0100009012.hg.1",NA
"3177","TC0100009013.hg.1",NA
"3178","TC0100009016.hg.1",NA
"3179","TC0100009020.hg.1","CDC7"
"3180","TC0100009021.hg.1",NA
"3181","TC0100009023.hg.1",NA
"3182","TC0100009024.hg.1",NA
"3183","TC0100009025.hg.1",NA
"3184","TC0100009029.hg.1","BRDT"
"3185","TC0100009030.hg.1","EPHX4"
"3186","TC0100009031.hg.1",NA
"3187","TC0100009032.hg.1","BTBD8"
"3188","TC0100009033.hg.1",NA
"3189","TC0100009034.hg.1",NA
"3190","TC0100009035.hg.1","BTBD8"
"3191","TC0100009039.hg.1",NA
"3192","TC0100009040.hg.1","RPAP2"
"3193","TC0100009048.hg.1",NA
"3194","TC0100009050.hg.1",NA
"3195","TC0100009054.hg.1","MTF2"
"3196","TC0100009055.hg.1",NA
"3197","TC0100009056.hg.1","CCDC18"
"3198","TC0100009058.hg.1",NA
"3199","TC0100009059.hg.1",NA
"3200","TC0100009060.hg.1",NA
"3201","TC0100009061.hg.1","DR1"
"3202","TC0100009062.hg.1",NA
"3203","TC0100009065.hg.1",NA
"3204","TC0100009066.hg.1",NA
"3205","TC0100009068.hg.1","BCAR3-AS1"
"3206","TC0100009069.hg.1",NA
"3207","TC0100009070.hg.1",NA
"3208","TC0100009072.hg.1",NA
"3209","TC0100009073.hg.1","MIR760"
"3210","TC0100009076.hg.1",NA
"3211","TC0100009082.hg.1",NA
"3212","TC0100009084.hg.1",NA
"3213","TC0100009088.hg.1",NA
"3214","TC0100009092.hg.1",NA
"3215","TC0100009097.hg.1","ABCD3"
"3216","TC0100009098.hg.1",NA
"3217","TC0100009099.hg.1",NA
"3218","TC0100009100.hg.1",NA
"3219","TC0100009101.hg.1",NA
"3220","TC0100009103.hg.1",NA
"3221","TC0100009104.hg.1",NA
"3222","TC0100009105.hg.1",NA
"3223","TC0100009109.hg.1","SLC44A3"
"3224","TC0100009112.hg.1","CNN3-DT"
"3225","TC0100009113.hg.1",NA
"3226","TC0100009116.hg.1","RWDD3"
"3227","TC0100009116.hg.1","TLCD4"
"3228","TC0100009116.hg.1","TLCD4-RWDD3"
"3229","TC0100009120.hg.1","LINC01761"
"3230","TC0100009126.hg.1",NA
"3231","TC0100009136.hg.1",NA
"3232","TC0100009138.hg.1",NA
"3233","TC0100009141.hg.1",NA
"3234","TC0100009142.hg.1","PTBP2"
"3235","TC0100009143.hg.1",NA
"3236","TC0100009144.hg.1",NA
"3237","TC0100009145.hg.1",NA
"3238","TC0100009147.hg.1",NA
"3239","TC0100009148.hg.1",NA
"3240","TC0100009149.hg.1",NA
"3241","TC0100009150.hg.1",NA
"3242","TC0100009154.hg.1",NA
"3243","TC0100009156.hg.1",NA
"3244","TC0100009157.hg.1",NA
"3245","TC0100009159.hg.1",NA
"3246","TC0100009160.hg.1",NA
"3247","TC0100009169.hg.1",NA
"3248","TC0100009171.hg.1",NA
"3249","TC0100009174.hg.1",NA
"3250","TC0100009176.hg.1","SNX7"
"3251","TC0100009177.hg.1",NA
"3252","TC0100009178.hg.1",NA
"3253","TC0100009181.hg.1","PLPPR4"
"3254","TC0100009184.hg.1",NA
"3255","TC0100009186.hg.1",NA
"3256","TC0100009188.hg.1",NA
"3257","TC0100009189.hg.1",NA
"3258","TC0100009191.hg.1","AGL"
"3259","TC0100009194.hg.1",NA
"3260","TC0100009195.hg.1","SLC35A3"
"3261","TC0100009197.hg.1",NA
"3262","TC0100009198.hg.1",NA
"3263","TC0100009201.hg.1",NA
"3264","TC0100009204.hg.1","TRMT13"
"3265","TC0100009205.hg.1",NA
"3266","TC0100009211.hg.1","RTCA"
"3267","TC0100009212.hg.1","MIR553"
"3268","TC0100009215.hg.1","CDC14A"
"3269","TC0100009216.hg.1",NA
"3270","TC0100009219.hg.1",NA
"3271","TC0100009224.hg.1",NA
"3272","TC0100009226.hg.1","SLC30A7"
"3273","TC0100009227.hg.1",NA
"3274","TC0100009228.hg.1",NA
"3275","TC0100009230.hg.1",NA
"3276","TC0100009231.hg.1","DPH5-DT"
"3277","TC0100009232.hg.1",NA
"3278","TC0100009233.hg.1",NA
"3279","TC0100009234.hg.1",NA
"3280","TC0100009239.hg.1",NA
"3281","TC0100009246.hg.1","LINC01307"
"3282","TC0100009250.hg.1",NA
"3283","TC0100009251.hg.1",NA
