"","PROBEID","SYMBOL"
"48018","TC1200009736.hg.1",NA
"48019","TC1200009737.hg.1",NA
"48020","TC1200009741.hg.1","NOP2"
"48021","TC1200009743.hg.1","SCARNA11"
"48022","TC1200009746.hg.1","ACRBP"
"48023","TC1200009747.hg.1","ING4"
"48024","TC1200009750.hg.1",NA
"48025","TC1200009752.hg.1",NA
"48026","TC1200009754.hg.1",NA
"48027","TC1200009755.hg.1",NA
"48028","TC1200009756.hg.1",NA
"48029","TC1200009757.hg.1",NA
"48030","TC1200009758.hg.1",NA
"48031","TC1200009759.hg.1","CDCA3"
"48032","TC1200009760.hg.1",NA
"48033","TC1200009762.hg.1",NA
"48034","TC1200009763.hg.1",NA
"48035","TC1200009764.hg.1",NA
"48036","TC1200009765.hg.1",NA
"48037","TC1200009768.hg.1","LPCAT3"
"48038","TC1200009770.hg.1",NA
"48039","TC1200009771.hg.1",NA
"48040","TC1200009776.hg.1",NA
"48041","TC1200009778.hg.1",NA
"48042","TC1200009779.hg.1",NA
"48043","TC1200009782.hg.1",NA
"48044","TC1200009784.hg.1",NA
"48045","TC1200009786.hg.1",NA
"48046","TC1200009788.hg.1",NA
"48047","TC1200009789.hg.1","APOBEC1"
"48048","TC1200009790.hg.1",NA
"48049","TC1200009792.hg.1",NA
"48050","TC1200009795.hg.1",NA
"48051","TC1200009797.hg.1",NA
"48052","TC1200009800.hg.1","SLC2A3"
"48053","TC1200009802.hg.1",NA
"48054","TC1200009803.hg.1",NA
"48055","TC1200009807.hg.1","C3AR1"
"48056","TC1200009808.hg.1",NA
"48057","TC1200009809.hg.1",NA
"48058","TC1200009814.hg.1","FAM90A1"
"48059","TC1200009815.hg.1","FAM86FP"
"48060","TC1200009818.hg.1",NA
"48061","TC1200009819.hg.1",NA
"48062","TC1200009821.hg.1",NA
"48063","TC1200009823.hg.1",NA
"48064","TC1200009826.hg.1",NA
"48065","TC1200009827.hg.1",NA
"48066","TC1200009828.hg.1",NA
"48067","TC1200009835.hg.1",NA
"48068","TC1200009837.hg.1",NA
"48069","TC1200009838.hg.1",NA
"48070","TC1200009843.hg.1","M6PR"
"48071","TC1200009844.hg.1",NA
"48072","TC1200009845.hg.1",NA
"48073","TC1200009847.hg.1","A2M"
"48074","TC1200009848.hg.1",NA
"48075","TC1200009852.hg.1","PZP"
"48076","TC1200009853.hg.1",NA
"48077","TC1200009857.hg.1",NA
"48078","TC1200009858.hg.1",NA
"48079","TC1200009859.hg.1",NA
"48080","TC1200009865.hg.1",NA
"48081","TC1200009867.hg.1",NA
"48082","TC1200009868.hg.1","DDX12P"
"48083","TC1200009868.hg.1","DDX11"
"48084","TC1200009869.hg.1",NA
"48085","TC1200009870.hg.1",NA
"48086","TC1200009872.hg.1","KLRB1"
"48087","TC1200009875.hg.1","CLECL1P"
"48088","TC1200009877.hg.1",NA
"48089","TC1200009879.hg.1",NA
"48090","TC1200009880.hg.1",NA
"48091","TC1200009884.hg.1","LINC02470"
"48092","TC1200009887.hg.1",NA
"48093","TC1200009892.hg.1","OLR1"
"48094","TC1200009894.hg.1",NA
"48095","TC1200009895.hg.1",NA
"48096","TC1200009897.hg.1",NA
"48097","TC1200009901.hg.1",NA
"48098","TC1200009908.hg.1",NA
"48099","TC1200009909.hg.1",NA
"48100","TC1200009910.hg.1","KLRA1P"
"48101","TC1200009912.hg.1","STYK1"
"48102","TC1200009916.hg.1","TAS2R9"
"48103","TC1200009917.hg.1",NA
"48104","TC1200009920.hg.1",NA
"48105","TC1200009921.hg.1","TAS2R13"
"48106","TC1200009922.hg.1",NA
"48107","TC1200009923.hg.1",NA
"48108","TC1200009924.hg.1",NA
"48109","TC1200009925.hg.1",NA
"48110","TC1200009926.hg.1","TAS2R50"
"48111","TC1200009927.hg.1","TAS2R20"
"48112","TC1200009928.hg.1","TAS2R19"
"48113","TC1200009929.hg.1",NA
"48114","TC1200009930.hg.1",NA
"48115","TC1200009932.hg.1",NA
"48116","TC1200009933.hg.1",NA
"48117","TC1200009935.hg.1",NA
"48118","TC1200009938.hg.1","TAS2R42"
"48119","TC1200009939.hg.1",NA
"48120","TC1200009943.hg.1",NA
"48121","TC1200009945.hg.1",NA
"48122","TC1200009946.hg.1",NA
"48123","TC1200009949.hg.1",NA
"48124","TC1200009950.hg.1",NA
"48125","TC1200009951.hg.1",NA
"48126","TC1200009952.hg.1",NA
"48127","TC1200009953.hg.1",NA
"48128","TC1200009954.hg.1",NA
"48129","TC1200009956.hg.1",NA
"48130","TC1200009959.hg.1","LRP6"
"48131","TC1200009960.hg.1",NA
"48132","TC1200009964.hg.1","MANSC1"
"48133","TC1200009966.hg.1",NA
"48134","TC1200009968.hg.1",NA
"48135","TC1200009972.hg.1","GPR19"
"48136","TC1200009973.hg.1",NA
"48137","TC1200009974.hg.1",NA
"48138","TC1200009977.hg.1",NA
"48139","TC1200009978.hg.1",NA
"48140","TC1200009979.hg.1",NA
"48141","TC1200009981.hg.1","HEBP1"
"48142","TC1200009984.hg.1",NA
"48143","TC1200009985.hg.1","GSG1"
"48144","TC1200009986.hg.1",NA
"48145","TC1200009988.hg.1",NA
"48146","TC1200009990.hg.1",NA
"48147","TC1200009991.hg.1",NA
"48148","TC1200009994.hg.1","LINC01559"
"48149","TC1200009995.hg.1",NA
"48150","TC1200009996.hg.1",NA
"48151","TC1200009997.hg.1","GRIN2B"
"48152","TC1200010006.hg.1","PLBD1"
"48153","TC1200010007.hg.1",NA
"48154","TC1200010008.hg.1",NA
"48155","TC1200010009.hg.1","GUCY2C"
"48156","TC1200010010.hg.1",NA
"48157","TC1200010011.hg.1","H4C16"
"48158","TC1200010012.hg.1",NA
"48159","TC1200010013.hg.1",NA
"48160","TC1200010014.hg.1",NA
"48161","TC1200010015.hg.1",NA
"48162","TC1200010017.hg.1",NA
"48163","TC1200010020.hg.1",NA
"48164","TC1200010022.hg.1","MGP"
"48165","TC1200010023.hg.1","ERP27"
"48166","TC1200010024.hg.1","ARHGDIB"
"48167","TC1200010026.hg.1",NA
"48168","TC1200010027.hg.1",NA
"48169","TC1200010029.hg.1",NA
"48170","TC1200010030.hg.1",NA
"48171","TC1200010031.hg.1",NA
"48172","TC1200010033.hg.1",NA
"48173","TC1200010034.hg.1",NA
"48174","TC1200010036.hg.1",NA
"48175","TC1200010037.hg.1",NA
"48176","TC1200010038.hg.1","EPS8"
"48177","TC1200010039.hg.1",NA
"48178","TC1200010040.hg.1",NA
"48179","TC1200010041.hg.1",NA
"48180","TC1200010045.hg.1",NA
"48181","TC1200010047.hg.1",NA
"48182","TC1200010049.hg.1",NA
"48183","TC1200010050.hg.1","LMO3"
"48184","TC1200010052.hg.1",NA
"48185","TC1200010053.hg.1",NA
"48186","TC1200010054.hg.1",NA
"48187","TC1200010057.hg.1",NA
"48188","TC1200010058.hg.1",NA
"48189","TC1200010060.hg.1",NA
"48190","TC1200010063.hg.1",NA
"48191","TC1200010067.hg.1",NA
"48192","TC1200010069.hg.1",NA
"48193","TC1200010071.hg.1",NA
"48194","TC1200010073.hg.1",NA
"48195","TC1200010078.hg.1",NA
"48196","TC1200010083.hg.1",NA
"48197","TC1200010085.hg.1",NA
"48198","TC1200010091.hg.1",NA
"48199","TC1200010099.hg.1",NA
"48200","TC1200010100.hg.1",NA
"48201","TC1200010101.hg.1","SLCO1A2"
"48202","TC1200010102.hg.1",NA
"48203","TC1200010104.hg.1",NA
"48204","TC1200010105.hg.1","RECQL"
"48205","TC1200010110.hg.1","KCNJ8"
"48206","TC1200010119.hg.1","C2CD5"
"48207","TC1200010120.hg.1",NA
"48208","TC1200010122.hg.1",NA
"48209","TC1200010124.hg.1",NA
"48210","TC1200010126.hg.1",NA
"48211","TC1200010129.hg.1",NA
"48212","TC1200010131.hg.1",NA
"48213","TC1200010133.hg.1",NA
"48214","TC1200010137.hg.1",NA
"48215","TC1200010139.hg.1",NA
"48216","TC1200010140.hg.1",NA
"48217","TC1200010142.hg.1",NA
"48218","TC1200010144.hg.1",NA
"48219","TC1200010145.hg.1","BCAT1"
"48220","TC1200010146.hg.1",NA
"48221","TC1200010149.hg.1","LINC02909"
"48222","TC1200010150.hg.1",NA
"48223","TC1200010151.hg.1",NA
"48224","TC1200010152.hg.1",NA
"48225","TC1200010156.hg.1","DNAI7"
"48226","TC1200010157.hg.1",NA
"48227","TC1200010158.hg.1","KRAS"
"48228","TC1200010161.hg.1",NA
"48229","TC1200010162.hg.1",NA
"48230","TC1200010168.hg.1",NA
"48231","TC1200010171.hg.1",NA
"48232","TC1200010173.hg.1",NA
"48233","TC1200010180.hg.1",NA
"48234","TC1200010182.hg.1","BHLHE41"
"48235","TC1200010183.hg.1",NA
"48236","TC1200010186.hg.1",NA
"48237","TC1200010187.hg.1",NA
"48238","TC1200010188.hg.1",NA
"48239","TC1200010190.hg.1",NA
"48240","TC1200010191.hg.1",NA
"48241","TC1200010192.hg.1",NA
"48242","TC1200010193.hg.1",NA
"48243","TC1200010194.hg.1",NA
"48244","TC1200010199.hg.1",NA
"48245","TC1200010200.hg.1",NA
"48246","TC1200010204.hg.1",NA
"48247","TC1200010207.hg.1",NA
"48248","TC1200010211.hg.1","BMAL2-AS1"
"48249","TC1200010212.hg.1",NA
"48250","TC1200010213.hg.1",NA
"48251","TC1200010214.hg.1",NA
"48252","TC1200010215.hg.1",NA
"48253","TC1200010216.hg.1",NA
"48254","TC1200010219.hg.1",NA
"48255","TC1200010221.hg.1","MANSC4"
"48256","TC1200010224.hg.1",NA
"48257","TC1200010229.hg.1","PTHLH"
"48258","TC1200010236.hg.1",NA
"48259","TC1200010239.hg.1",NA
"48260","TC1200010243.hg.1",NA
"48261","TC1200010244.hg.1",NA
"48262","TC1200010245.hg.1",NA
"48263","TC1200010246.hg.1",NA
"48264","TC1200010247.hg.1","LOC100506606"
"48265","TC1200010249.hg.1",NA
"48266","TC1200010251.hg.1","OVCH1"
"48267","TC1200010253.hg.1",NA
"48268","TC1200010254.hg.1",NA
"48269","TC1200010255.hg.1",NA
"48270","TC1200010256.hg.1",NA
"48271","TC1200010257.hg.1",NA
"48272","TC1200010258.hg.1",NA
"48273","TC1200010259.hg.1",NA
"48274","TC1200010262.hg.1",NA
"48275","TC1200010264.hg.1","IPO8"
"48276","TC1200010265.hg.1","CAPRIN2"
"48277","TC1200010268.hg.1",NA
"48278","TC1200010271.hg.1","DDX11-AS1"
"48279","TC1200010275.hg.1",NA
"48280","TC1200010277.hg.1",NA
"48281","TC1200010278.hg.1",NA
"48282","TC1200010279.hg.1",NA
"48283","TC1200010282.hg.1",NA
"48284","TC1200010283.hg.1",NA
"48285","TC1200010284.hg.1","DENND5B"
"48286","TC1200010285.hg.1",NA
"48287","TC1200010286.hg.1",NA
"48288","TC1200010289.hg.1",NA
"48289","TC1200010290.hg.1",NA
"48290","TC1200010291.hg.1",NA
"48291","TC1200010292.hg.1","AMN1"
"48292","TC1200010296.hg.1",NA
"48293","TC1200010297.hg.1",NA
"48294","TC1200010302.hg.1",NA
"48295","TC1200010304.hg.1",NA
"48296","TC1200010307.hg.1",NA
"48297","TC1200010308.hg.1",NA
"48298","TC1200010309.hg.1",NA
"48299","TC1200010310.hg.1",NA
"48300","TC1200010311.hg.1",NA
"48301","TC1200010313.hg.1",NA
"48302","TC1200010315.hg.1",NA
"48303","TC1200010316.hg.1",NA
"48304","TC1200010319.hg.1",NA
"48305","TC1200010322.hg.1",NA
"48306","TC1200010324.hg.1",NA
"48307","TC1200010325.hg.1",NA
"48308","TC1200010326.hg.1",NA
"48309","TC1200010329.hg.1",NA
"48310","TC1200010330.hg.1",NA
"48311","TC1200010334.hg.1",NA
"48312","TC1200010335.hg.1",NA
"48313","TC1200010336.hg.1","YARS2"
"48314","TC1200010338.hg.1",NA
"48315","TC1200010339.hg.1",NA
"48316","TC1200010340.hg.1",NA
"48317","TC1200010341.hg.1","PKP2"
"48318","TC1200010342.hg.1",NA
"48319","TC1200010344.hg.1",NA
"48320","TC1200010345.hg.1",NA
"48321","TC1200010348.hg.1",NA
"48322","TC1200010349.hg.1",NA
"48323","TC1200010359.hg.1",NA
"48324","TC1200010361.hg.1",NA
"48325","TC1200010362.hg.1",NA
"48326","TC1200010364.hg.1",NA
"48327","TC1200010365.hg.1",NA
"48328","TC1200010367.hg.1",NA
"48329","TC1200010369.hg.1",NA
"48330","TC1200010371.hg.1",NA
"48331","TC1200010372.hg.1",NA
"48332","TC1200010373.hg.1",NA
"48333","TC1200010376.hg.1",NA
"48334","TC1200010377.hg.1",NA
"48335","TC1200010379.hg.1",NA
"48336","TC1200010380.hg.1",NA
"48337","TC1200010382.hg.1",NA
"48338","TC1200010384.hg.1",NA
"48339","TC1200010385.hg.1",NA
"48340","TC1200010389.hg.1",NA
"48341","TC1200010390.hg.1",NA
"48342","TC1200010391.hg.1",NA
"48343","TC1200010392.hg.1",NA
"48344","TC1200010394.hg.1",NA
"48345","TC1200010395.hg.1",NA
"48346","TC1200010396.hg.1",NA
"48347","TC1200010397.hg.1","CPNE8"
"48348","TC1200010398.hg.1",NA
"48349","TC1200010401.hg.1",NA
"48350","TC1200010404.hg.1",NA
"48351","TC1200010407.hg.1","KIF21A"
"48352","TC1200010408.hg.1",NA
"48353","TC1200010412.hg.1",NA
"48354","TC1200010413.hg.1","ABCD2"
"48355","TC1200010414.hg.1",NA
"48356","TC1200010415.hg.1","SLC2A13"
"48357","TC1200010417.hg.1",NA
"48358","TC1200010418.hg.1",NA
"48359","TC1200010423.hg.1",NA
"48360","TC1200010426.hg.1",NA
"48361","TC1200010427.hg.1",NA
"48362","TC1200010428.hg.1",NA
"48363","TC1200010431.hg.1",NA
"48364","TC1200010437.hg.1",NA
"48365","TC1200010441.hg.1",NA
"48366","TC1200010442.hg.1",NA
"48367","TC1200010443.hg.1",NA
"48368","TC1200010444.hg.1",NA
"48369","TC1200010445.hg.1",NA
"48370","TC1200010447.hg.1",NA
"48371","TC1200010448.hg.1","GXYLT1"
"48372","TC1200010450.hg.1","YAF2"
"48373","TC1200010451.hg.1",NA
"48374","TC1200010452.hg.1",NA
"48375","TC1200010453.hg.1",NA
"48376","TC1200010454.hg.1","ZCRB1"
"48377","TC1200010454.hg.1","MIR7851"
"48378","TC1200010455.hg.1",NA
"48379","TC1200010456.hg.1",NA
"48380","TC1200010458.hg.1",NA
"48381","TC1200010464.hg.1",NA
"48382","TC1200010467.hg.1",NA
"48383","TC1200010468.hg.1",NA
"48384","TC1200010472.hg.1",NA
"48385","TC1200010473.hg.1",NA
"48386","TC1200010474.hg.1",NA
"48387","TC1200010475.hg.1","ADAMTS20"
"48388","TC1200010481.hg.1","TWF1"
"48389","TC1200010483.hg.1",NA
"48390","TC1200010485.hg.1",NA
"48391","TC1200010486.hg.1",NA
"48392","TC1200010487.hg.1",NA
"48393","TC1200010488.hg.1",NA
"48394","TC1200010490.hg.1","NELL2"
"48395","TC1200010491.hg.1",NA
"48396","TC1200010492.hg.1",NA
"48397","TC1200010493.hg.1","DBX2"
"48398","TC1200010494.hg.1","RACGAP1P1"
"48399","TC1200010503.hg.1",NA
"48400","TC1200010505.hg.1",NA
"48401","TC1200010507.hg.1","LINC00938"
"48402","TC1200010509.hg.1",NA
"48403","TC1200010510.hg.1","SCAF11"
"48404","TC1200010513.hg.1",NA
"48405","TC1200010514.hg.1",NA
"48406","TC1200010516.hg.1","SLC38A1"
"48407","TC1200010517.hg.1",NA
"48408","TC1200010518.hg.1","SLC38A2"
"48409","TC1200010521.hg.1",NA
"48410","TC1200010522.hg.1",NA
"48411","TC1200010523.hg.1",NA
"48412","TC1200010528.hg.1",NA
"48413","TC1200010529.hg.1",NA
"48414","TC1200010530.hg.1",NA
"48415","TC1200010531.hg.1","SLC38A4"
"48416","TC1200010535.hg.1",NA
"48417","TC1200010538.hg.1","AMIGO2"
"48418","TC1200010541.hg.1",NA
"48419","TC1200010542.hg.1",NA
"48420","TC1200010546.hg.1",NA
"48421","TC1200010547.hg.1","MIR4494"
"48422","TC1200010550.hg.1","RPAP3"
"48423","TC1200010553.hg.1",NA
"48424","TC1200010557.hg.1",NA
"48425","TC1200010559.hg.1","VDR"
"48426","TC1200010560.hg.1",NA
"48427","TC1200010561.hg.1",NA
"48428","TC1200010565.hg.1",NA
"48429","TC1200010566.hg.1","SENP1"
"48430","TC1200010568.hg.1",NA
"48431","TC1200010572.hg.1","OR10AD1"
"48432","TC1200010573.hg.1",NA
"48433","TC1200010575.hg.1",NA
"48434","TC1200010577.hg.1","ZNF641"
"48435","TC1200010582.hg.1",NA
"48436","TC1200010586.hg.1",NA
"48437","TC1200010587.hg.1",NA
"48438","TC1200010588.hg.1","KANSL2"
"48439","TC1200010588.hg.1","SNORA2B"
"48440","TC1200010589.hg.1","SNORA2C"
"48441","TC1200010589.hg.1","MIR1291"
"48442","TC1200010590.hg.1","SNORA2A"
"48443","TC1200010593.hg.1",NA
"48444","TC1200010595.hg.1",NA
"48445","TC1200010596.hg.1",NA
"48446","TC1200010597.hg.1","DDX23"
"48447","TC1200010598.hg.1","RND1"
"48448","TC1200010601.hg.1","FKBP11"
"48449","TC1200010601.hg.1","ARF3"
"48450","TC1200010602.hg.1",NA
"48451","TC1200010603.hg.1",NA
"48452","TC1200010607.hg.1",NA
"48453","TC1200010608.hg.1",NA
"48454","TC1200010611.hg.1",NA
"48455","TC1200010612.hg.1","RHEBL1"
"48456","TC1200010614.hg.1","DHH"
"48457","TC1200010615.hg.1","LMBR1L"
"48458","TC1200010616.hg.1","TUBA1B"
"48459","TC1200010618.hg.1","TUBA1A"
"48460","TC1200010620.hg.1",NA
"48461","TC1200010621.hg.1",NA
"48462","TC1200010622.hg.1",NA
"48463","TC1200010623.hg.1","TROAP-AS1"
"48464","TC1200010625.hg.1",NA
"48465","TC1200010626.hg.1","C1QL4"
"48466","TC1200010630.hg.1",NA
"48467","TC1200010631.hg.1",NA
"48468","TC1200010632.hg.1",NA
"48469","TC1200010641.hg.1","BCDIN3D"
"48470","TC1200010642.hg.1","FAIM2"
"48471","TC1200010643.hg.1",NA
"48472","TC1200010644.hg.1","LINC02396"
"48473","TC1200010647.hg.1","AQP5-AS1"
"48474","TC1200010650.hg.1","RACGAP1"
"48475","TC1200010652.hg.1",NA
"48476","TC1200010653.hg.1","CERS5"
"48477","TC1200010654.hg.1",NA
"48478","TC1200010657.hg.1","MIR1293"
"48479","TC1200010659.hg.1",NA
"48480","TC1200010660.hg.1",NA
"48481","TC1200010667.hg.1","FAM186A"
"48482","TC1200010668.hg.1",NA
"48483","TC1200010669.hg.1",NA
"48484","TC1200010672.hg.1",NA
"48485","TC1200010674.hg.1",NA
"48486","TC1200010675.hg.1",NA
"48487","TC1200010676.hg.1",NA
"48488","TC1200010677.hg.1",NA
"48489","TC1200010679.hg.1",NA
"48490","TC1200010683.hg.1",NA
"48491","TC1200010684.hg.1",NA
"48492","TC1200010686.hg.1","SLC11A2"
"48493","TC1200010687.hg.1",NA
"48494","TC1200010688.hg.1",NA
"48495","TC1200010690.hg.1","CSRNP2"
"48496","TC1200010692.hg.1",NA
"48497","TC1200010693.hg.1","TFCP2"
"48498","TC1200010695.hg.1",NA
"48499","TC1200010696.hg.1",NA
"48500","TC1200010698.hg.1",NA
"48501","TC1200010700.hg.1",NA
"48502","TC1200010701.hg.1",NA
"48503","TC1200010702.hg.1","SMAGP"
"48504","TC1200010704.hg.1","CELA1"
"48505","TC1200010706.hg.1",NA
"48506","TC1200010709.hg.1",NA
"48507","TC1200010713.hg.1","FIGNL2"
"48508","TC1200010714.hg.1",NA
"48509","TC1200010715.hg.1",NA
"48510","TC1200010716.hg.1",NA
"48511","TC1200010717.hg.1",NA
"48512","TC1200010718.hg.1",NA
"48513","TC1200010719.hg.1",NA
"48514","TC1200010720.hg.1",NA
"48515","TC1200010723.hg.1",NA
"48516","TC1200010724.hg.1",NA
"48517","TC1200010725.hg.1",NA
"48518","TC1200010726.hg.1",NA
"48519","TC1200010727.hg.1",NA
"48520","TC1200010732.hg.1",NA
"48521","TC1200010735.hg.1",NA
"48522","TC1200010736.hg.1",NA
"48523","TC1200010738.hg.1",NA
"48524","TC1200010740.hg.1","KRT80"
"48525","TC1200010743.hg.1",NA
"48526","TC1200010744.hg.1",NA
"48527","TC1200010749.hg.1",NA
"48528","TC1200010750.hg.1",NA
"48529","TC1200010751.hg.1","KRT85"
"48530","TC1200010753.hg.1","KRT82"
"48531","TC1200010755.hg.1","KRT75"
"48532","TC1200010758.hg.1","KRT6A"
"48533","TC1200010760.hg.1",NA
"48534","TC1200010762.hg.1","KRT74"
"48535","TC1200010763.hg.1","KRT72"
"48536","TC1200010764.hg.1","KRT73"
"48537","TC1200010767.hg.1",NA
"48538","TC1200010771.hg.1",NA
"48539","TC1200010775.hg.1","KRT3"
"48540","TC1200010776.hg.1","KRT4"
"48541","TC1200010778.hg.1","KRT78"
"48542","TC1200010781.hg.1",NA
"48543","TC1200010782.hg.1",NA
"48544","TC1200010784.hg.1",NA
"48545","TC1200010785.hg.1",NA
"48546","TC1200010787.hg.1",NA
"48547","TC1200010788.hg.1","SPRYD3"
"48548","TC1200010790.hg.1",NA
"48549","TC1200010794.hg.1","ITGB7"
"48550","TC1200010795.hg.1","RARG"
"48551","TC1200010796.hg.1",NA
"48552","TC1200010797.hg.1",NA
"48553","TC1200010798.hg.1","AAAS"
"48554","TC1200010799.hg.1","SP7"
"48555","TC1200010802.hg.1",NA
"48556","TC1200010803.hg.1",NA
"48557","TC1200010805.hg.1",NA
"48558","TC1200010807.hg.1",NA
"48559","TC1200010808.hg.1",NA
"48560","TC1200010810.hg.1",NA
"48561","TC1200010812.hg.1","CALCOCO1"
"48562","TC1200010813.hg.1",NA
"48563","TC1200010814.hg.1","CISTR"
"48564","TC1200010815.hg.1",NA
"48565","TC1200010819.hg.1","HOTAIR"
"48566","TC1200010821.hg.1","HOXC-AS3"
"48567","TC1200010824.hg.1",NA
"48568","TC1200010825.hg.1",NA
"48569","TC1200010826.hg.1",NA
"48570","TC1200010828.hg.1",NA
"48571","TC1200010829.hg.1",NA
"48572","TC1200010830.hg.1",NA
"48573","TC1200010832.hg.1","SMUG1"
"48574","TC1200010833.hg.1","CBX5"
"48575","TC1200010833.hg.1","MIR3198-2"
"48576","TC1200010835.hg.1","NFE2"
"48577","TC1200010837.hg.1","GPR84"
"48578","TC1200010841.hg.1",NA
"48579","TC1200010843.hg.1",NA
"48580","TC1200010847.hg.1",NA
"48581","TC1200010848.hg.1",NA
"48582","TC1200010849.hg.1",NA
"48583","TC1200010850.hg.1","TESPA1"
"48584","TC1200010852.hg.1",NA
"48585","TC1200010853.hg.1",NA
"48586","TC1200010855.hg.1","OR6C6"
"48587","TC1200010857.hg.1","PHC1"
"48588","TC1200010862.hg.1",NA
"48589","TC1200010863.hg.1",NA
"48590","TC1200010864.hg.1",NA
"48591","TC1200010871.hg.1",NA
"48592","TC1200010873.hg.1",NA
"48593","TC1200010874.hg.1","MMP19"
"48594","TC1200010875.hg.1",NA
"48595","TC1200010877.hg.1",NA
"48596","TC1200010878.hg.1","PYM1"
"48597","TC1200010882.hg.1",NA
"48598","TC1200010883.hg.1",NA
"48599","TC1200010884.hg.1",NA
"48600","TC1200010890.hg.1",NA
"48601","TC1200010895.hg.1",NA
"48602","TC1200010896.hg.1",NA
"48603","TC1200010899.hg.1",NA
"48604","TC1200010900.hg.1","SMARCC2"
"48605","TC1200010902.hg.1","ANKRD52"
"48606","TC1200010903.hg.1",NA
"48607","TC1200010908.hg.1","STAT2"
"48608","TC1200010909.hg.1",NA
"48609","TC1200010911.hg.1",NA
"48610","TC1200010913.hg.1",NA
"48611","TC1200010917.hg.1","TIMELESS"
"48612","TC1200010921.hg.1","GLS2"
"48613","TC1200010923.hg.1",NA
"48614","TC1200010924.hg.1",NA
"48615","TC1200010925.hg.1",NA
"48616","TC1200010926.hg.1","BAZ2A"
"48617","TC1200010928.hg.1","SNORD59B"
"48618","TC1200010931.hg.1","PTGES3"
"48619","TC1200010932.hg.1",NA
"48620","TC1200010936.hg.1",NA
"48621","TC1200010937.hg.1",NA
"48622","TC1200010940.hg.1","SDR9C7"
"48623","TC1200010942.hg.1","RDH16"
"48624","TC1200010946.hg.1","NEMP1"
"48625","TC1200010947.hg.1",NA
"48626","TC1200010949.hg.1",NA
"48627","TC1200010952.hg.1",NA
"48628","TC1200010955.hg.1",NA
"48629","TC1200010959.hg.1",NA
"48630","TC1200010960.hg.1",NA
"48631","TC1200010961.hg.1","NDUFA4L2"
"48632","TC1200010963.hg.1",NA
"48633","TC1200010964.hg.1",NA
"48634","TC1200010965.hg.1",NA
"48635","TC1200010968.hg.1","DDIT3"
"48636","TC1200010969.hg.1","MIR616"
"48637","TC1200010970.hg.1",NA
"48638","TC1200010971.hg.1","DCTN2"
"48639","TC1200010976.hg.1","AGAP2"
"48640","TC1200010984.hg.1","CTDSP2"
"48641","TC1200010986.hg.1",NA
"48642","TC1200010988.hg.1","GIHCG"
"48643","TC1200010990.hg.1",NA
"48644","TC1200010993.hg.1",NA
"48645","TC1200010994.hg.1",NA
"48646","TC1200010996.hg.1",NA
"48647","TC1200010997.hg.1",NA
"48648","TC1200010999.hg.1",NA
"48649","TC1200011001.hg.1",NA
"48650","TC1200011002.hg.1","LRIG3"
"48651","TC1200011003.hg.1",NA
"48652","TC1200011006.hg.1",NA
"48653","TC1200011007.hg.1",NA
"48654","TC1200011008.hg.1",NA
"48655","TC1200011009.hg.1",NA
"48656","TC1200011013.hg.1",NA
"48657","TC1200011014.hg.1",NA
"48658","TC1200011019.hg.1",NA
"48659","TC1200011021.hg.1",NA
"48660","TC1200011024.hg.1",NA
"48661","TC1200011030.hg.1",NA
"48662","TC1200011031.hg.1",NA
"48663","TC1200011032.hg.1",NA
"48664","TC1200011035.hg.1",NA
"48665","TC1200011037.hg.1","TAFA2"
"48666","TC1200011040.hg.1",NA
"48667","TC1200011042.hg.1",NA
"48668","TC1200011043.hg.1",NA
"48669","TC1200011045.hg.1",NA
"48670","TC1200011047.hg.1",NA
"48671","TC1200011050.hg.1",NA
"48672","TC1200011051.hg.1","LINC01465"
"48673","TC1200011052.hg.1",NA
"48674","TC1200011054.hg.1","PPM1H"
"48675","TC1200011055.hg.1",NA
"48676","TC1200011056.hg.1",NA
"48677","TC1200011059.hg.1",NA
"48678","TC1200011061.hg.1",NA
"48679","TC1200011067.hg.1","DPY19L2"
"48680","TC1200011074.hg.1",NA
"48681","TC1200011079.hg.1",NA
"48682","TC1200011080.hg.1",NA
"48683","TC1200011081.hg.1","KICS2"
"48684","TC1200011083.hg.1","C12orf56"
"48685","TC1200011084.hg.1",NA
"48686","TC1200011085.hg.1",NA
"48687","TC1200011091.hg.1",NA
"48688","TC1200011097.hg.1",NA
"48689","TC1200011098.hg.1",NA
"48690","TC1200011099.hg.1","GNS"
"48691","TC1200011100.hg.1",NA
"48692","TC1200011101.hg.1",NA
"48693","TC1200011104.hg.1",NA
"48694","TC1200011107.hg.1",NA
"48695","TC1200011110.hg.1",NA
"48696","TC1200011114.hg.1","MSRB3-AS1"
"48697","TC1200011115.hg.1",NA
"48698","TC1200011120.hg.1",NA
"48699","TC1200011124.hg.1",NA
"48700","TC1200011125.hg.1",NA
"48701","TC1200011128.hg.1",NA
"48702","TC1200011130.hg.1",NA
"48703","TC1200011131.hg.1",NA
"48704","TC1200011133.hg.1",NA
"48705","TC1200011134.hg.1",NA
"48706","TC1200011135.hg.1",NA
"48707","TC1200011143.hg.1",NA
"48708","TC1200011144.hg.1",NA
"48709","TC1200011146.hg.1",NA
"48710","TC1200011149.hg.1",NA
"48711","TC1200011152.hg.1",NA
"48712","TC1200011159.hg.1",NA
"48713","TC1200011160.hg.1",NA
"48714","TC1200011164.hg.1",NA
"48715","TC1200011166.hg.1",NA
